Filename,average_time_per_run
genotype_model1_3_01p_0005h_05m_096.csv,10.685318574905395
genotype_model1_3_01p_0005h_05m_019.csv,10.623893291950226
genotype_model1_3_01p_0005h_05m_038.csv,10.629219298362733
genotype_model1_3_01p_0005h_05m_005.csv,10.663996431827545
genotype_model1_3_01p_0005h_05m_060.csv,10.682737221717835
genotype_model1_3_01p_0005h_05m_057.csv,10.69850691318512
genotype_model1_3_01p_0005h_05m_079.csv,10.68457373380661
genotype_model1_3_01p_0005h_05m_046.csv,10.70511578321457
genotype_model1_3_01p_0005h_05m_081.csv,10.648119492530823
genotype_model1_3_01p_0005h_05m_048.csv,10.618634130954742
genotype_model1_3_01p_0005h_05m_033.csv,10.566973967552185
genotype_model1_3_01p_0005h_05m_047.csv,10.652008707523345
genotype_model1_3_01p_0005h_05m_043.csv,10.692127118110657
genotype_model1_3_01p_0005h_05m_083.csv,10.593920304775239
genotype_model1_3_01p_0005h_05m_035.csv,10.618318223953247
genotype_model1_3_01p_0005h_05m_061.csv,10.764417853355408
genotype_model1_3_01p_0005h_05m_099.csv,10.568668994903565
genotype_model1_3_01p_0005h_05m_036.csv,10.585606439113617
genotype_model1_3_01p_0005h_05m_078.csv,10.601377546787262
genotype_model1_3_01p_0005h_05m_030.csv,10.725796394348144
genotype_model1_3_01p_0005h_05m_055.csv,10.633249733448029
genotype_model1_3_01p_0005h_05m_091.csv,10.65674289226532
genotype_model1_3_01p_0005h_05m_089.csv,10.648036358356476
genotype_model1_3_01p_0005h_05m_059.csv,10.695858895778656
genotype_model1_3_01p_0005h_05m_082.csv,10.602939505577087
genotype_model1_3_01p_0005h_05m_022.csv,10.729104318618774
genotype_model1_3_01p_0005h_05m_041.csv,10.599885244369506
genotype_model1_3_01p_0005h_05m_071.csv,10.737290756702423
genotype_model1_3_01p_0005h_05m_045.csv,10.6084388422966
genotype_model1_3_01p_0005h_05m_058.csv,10.719871442317963
genotype_model1_3_01p_0005h_05m_037.csv,10.68277143239975
genotype_model1_3_01p_0005h_05m_032.csv,10.668182201385498
genotype_model1_3_01p_0005h_05m_024.csv,10.646904652118684
genotype_model1_3_01p_0005h_05m_018.csv,10.697334969043732
genotype_model1_3_01p_0005h_05m_098.csv,10.583218579292298
genotype_model1_3_01p_0005h_05m_016.csv,10.640735385417939
genotype_model1_3_01p_0005h_05m_007.csv,10.579142780303956
genotype_model1_3_01p_0005h_05m_010.csv,10.575586621761323
genotype_model1_3_01p_0005h_05m_075.csv,10.62508234500885
genotype_model1_3_01p_0005h_05m_006.csv,10.724465684890747
genotype_model1_3_01p_0005h_05m_086.csv,10.645064163208009
genotype_model1_3_01p_0005h_05m_014.csv,10.788105640411377
genotype_model1_3_01p_0005h_05m_027.csv,10.706560308933257
genotype_model1_3_01p_0005h_05m_028.csv,10.625581245422364
genotype_model1_3_01p_0005h_05m_042.csv,10.597420055866241
genotype_model1_3_01p_0005h_05m_004.csv,10.693382108211518
genotype_model1_3_01p_0005h_05m_013.csv,10.681333873271942
genotype_model1_3_01p_0005h_05m_067.csv,10.606630556583404
genotype_model1_3_01p_0005h_05m_063.csv,10.69344571352005
genotype_model1_3_01p_0005h_05m_052.csv,10.687327497005462
genotype_model1_3_01p_0005h_05m_012.csv,10.70754846572876
genotype_model1_3_01p_0005h_05m_008.csv,10.704111840724945
genotype_model1_3_01p_0005h_05m_034.csv,10.584137930870057
genotype_model1_3_01p_0005h_05m_050.csv,10.594586222171783
genotype_model1_3_01p_0005h_05m_088.csv,10.695931832790375
genotype_model1_3_01p_0005h_05m_026.csv,10.638519990444184
genotype_model1_3_01p_0005h_05m_001.csv,10.647707703113555
genotype_model1_3_01p_0005h_05m_062.csv,10.713458232879638
genotype_model1_3_01p_0005h_05m_039.csv,10.550868875980377
genotype_model1_3_01p_0005h_05m_097.csv,10.710174329280854
genotype_model1_3_01p_0005h_05m_056.csv,10.73863405227661
genotype_model1_3_01p_0005h_05m_029.csv,10.705114703178406
genotype_model1_3_01p_0005h_05m_065.csv,10.63291785478592
genotype_model1_3_01p_0005h_05m_085.csv,10.759635918140411
genotype_model1_3_01p_0005h_05m_074.csv,10.651172444820403
genotype_model1_3_01p_0005h_05m_077.csv,10.60579295873642
genotype_model1_3_01p_0005h_05m_090.csv,10.636406638622283
genotype_model1_3_01p_0005h_05m_093.csv,10.62759458065033
genotype_model1_3_01p_0005h_05m_084.csv,10.591956100463868
genotype_model1_3_01p_0005h_05m_021.csv,10.726246552467346
genotype_model1_3_01p_0005h_05m_087.csv,10.670348041057586
genotype_model1_3_01p_0005h_05m_017.csv,10.631529381275177
genotype_model1_3_01p_0005h_05m_066.csv,10.678979041576385
genotype_model1_3_01p_0005h_05m_070.csv,10.657762455940247
genotype_model1_3_01p_0005h_05m_051.csv,10.624134602546691
genotype_model1_3_01p_0005h_05m_053.csv,10.676252677440644
genotype_model1_3_01p_0005h_05m_015.csv,10.634379563331605
genotype_model1_3_01p_0005h_05m_076.csv,10.616488344669342
genotype_model1_3_01p_0005h_05m_072.csv,10.71542454957962
genotype_model1_3_01p_0005h_05m_064.csv,10.727279226779938
genotype_model1_3_01p_0005h_05m_023.csv,10.694973857402802
genotype_model1_3_01p_0005h_05m_002.csv,10.608915224075318
genotype_model1_3_01p_0005h_05m_009.csv,10.674127206802368
genotype_model1_3_01p_0005h_05m_094.csv,10.685970253944397
genotype_model1_3_01p_0005h_05m_020.csv,10.753868653774262
genotype_model1_3_01p_0005h_05m_068.csv,10.635823011398315
genotype_model1_3_01p_0005h_05m_069.csv,10.715196232795716
genotype_model1_3_01p_0005h_05m_031.csv,10.566884112358093
genotype_model1_3_01p_0005h_05m_040.csv,10.735976576805115
genotype_model1_3_01p_0005h_05m_080.csv,10.69896558046341
genotype_model1_3_01p_0005h_05m_100.csv,10.66293818473816
genotype_model1_3_01p_0005h_05m_049.csv,10.681497700214386
genotype_model1_3_01p_0005h_05m_011.csv,10.638490381240844
genotype_model1_3_01p_0005h_05m_003.csv,10.599013631343842
genotype_model1_3_01p_0005h_05m_092.csv,10.690475957393646
genotype_model1_3_01p_0005h_05m_025.csv,10.609542391300202
genotype_model1_3_01p_0005h_05m_095.csv,10.71018117427826
genotype_model1_3_01p_0005h_05m_073.csv,10.717992298603058
genotype_model1_3_01p_0005h_05m_044.csv,10.601163380146026
genotype_model1_3_01p_0005h_05m_054.csv,10.675217547416686
