Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
genotype_model1_2_01p_0005h_02m_036.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.731820194721221
genotype_model1_2_01p_0005h_02m_069.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.764914927482605
genotype_model1_2_01p_0005h_02m_050.csv,22,77,0,1.0,0.2222222222222222,0.6206896551724138,0.22,10.781593279838562
genotype_model1_2_01p_0005h_02m_045.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.749330093860626
genotype_model1_2_01p_0005h_02m_086.csv,16,83,0,1.0,0.16161616161616163,0.6325878594249201,0.16,10.708878018856048
genotype_model1_2_01p_0005h_02m_071.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.759999463558197
genotype_model1_2_01p_0005h_02m_097.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.737259304523468
genotype_model1_2_01p_0005h_02m_067.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.754186465740204
genotype_model1_2_01p_0005h_02m_042.csv,26,73,0,1.0,0.26262626262626265,0.6130030959752322,0.26,10.748129103183746
genotype_model1_2_01p_0005h_02m_089.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.657780156135559
genotype_model1_2_01p_0005h_02m_022.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.726654829978942
genotype_model1_2_01p_0005h_02m_035.csv,6,93,0,1.0,0.06060606060606061,0.6534653465346535,0.06,10.674126703739166
genotype_model1_2_01p_0005h_02m_027.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.567109694480896
genotype_model1_2_01p_0005h_02m_059.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.669310817718506
genotype_model1_2_01p_0005h_02m_068.csv,0,99,0,0.0,0.0,1.0,0.0,10.611932594776153
genotype_model1_2_01p_0005h_02m_084.csv,7,92,0,1.0,0.0707070707070707,0.6513157894736843,0.07,10.722137815952301
genotype_model1_2_01p_0005h_02m_060.csv,7,92,0,1.0,0.0707070707070707,0.6513157894736843,0.07,10.76832460641861
genotype_model1_2_01p_0005h_02m_037.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.76560498714447
genotype_model1_2_01p_0005h_02m_026.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.655994577407837
genotype_model1_2_01p_0005h_02m_043.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.688639450073243
genotype_model1_2_01p_0005h_02m_016.csv,20,79,0,1.0,0.20202020202020202,0.6246056782334385,0.2,10.746542122364044
genotype_model1_2_01p_0005h_02m_088.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.752419102191926
genotype_model1_2_01p_0005h_02m_024.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.668504972457885
genotype_model1_2_01p_0005h_02m_082.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.774365990161895
genotype_model1_2_01p_0005h_02m_015.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.597175276279449
genotype_model1_2_01p_0005h_02m_065.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.799113245010377
genotype_model1_2_01p_0005h_02m_005.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.75479087114334
genotype_model1_2_01p_0005h_02m_062.csv,3,96,0,1.0,0.030303030303030304,0.66,0.03,10.674567317962646
genotype_model1_2_01p_0005h_02m_083.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.620383908748627
genotype_model1_2_01p_0005h_02m_093.csv,5,94,0,1.0,0.050505050505050504,0.6556291390728477,0.05,10.760153107643127
genotype_model1_2_01p_0005h_02m_078.csv,1,98,0,1.0,0.010101010101010102,0.6644295302013423,0.01,10.643819205760956
genotype_model1_2_01p_0005h_02m_031.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.684565753936768
genotype_model1_2_01p_0005h_02m_001.csv,7,92,0,1.0,0.0707070707070707,0.6513157894736843,0.07,10.682516281604768
genotype_model1_2_01p_0005h_02m_004.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.693737347126007
genotype_model1_2_01p_0005h_02m_019.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.76009523153305
genotype_model1_2_01p_0005h_02m_006.csv,2,97,0,1.0,0.020202020202020204,0.6622073578595318,0.02,10.654851069450379
genotype_model1_2_01p_0005h_02m_073.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.623785095214844
genotype_model1_2_01p_0005h_02m_047.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.706988396644592
genotype_model1_2_01p_0005h_02m_020.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.703792202472687
genotype_model1_2_01p_0005h_02m_002.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.69432750225067
genotype_model1_2_01p_0005h_02m_052.csv,5,94,0,1.0,0.050505050505050504,0.6556291390728477,0.05,10.720088934898376
genotype_model1_2_01p_0005h_02m_072.csv,6,93,0,1.0,0.06060606060606061,0.6534653465346535,0.06,10.689037561416626
genotype_model1_2_01p_0005h_02m_099.csv,16,83,0,1.0,0.16161616161616163,0.6325878594249201,0.16,10.689225101470948
genotype_model1_2_01p_0005h_02m_092.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.660869064331054
genotype_model1_2_01p_0005h_02m_098.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.635761563777924
genotype_model1_2_01p_0005h_02m_041.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.695663912296295
genotype_model1_2_01p_0005h_02m_028.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.671220660209656
genotype_model1_2_01p_0005h_02m_049.csv,4,95,0,1.0,0.04040404040404041,0.6578073089700998,0.04,10.800631868839265
genotype_model1_2_01p_0005h_02m_014.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.612410309314727
genotype_model1_2_01p_0005h_02m_038.csv,3,96,0,1.0,0.030303030303030304,0.66,0.03,10.796910932064057
genotype_model1_2_01p_0005h_02m_080.csv,8,91,0,1.0,0.08080808080808081,0.6491803278688525,0.08,10.651607739925385
genotype_model1_2_01p_0005h_02m_081.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.728970406055451
genotype_model1_2_01p_0005h_02m_029.csv,8,91,0,1.0,0.08080808080808081,0.6491803278688525,0.08,10.641132724285125
genotype_model1_2_01p_0005h_02m_017.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.689338870048523
genotype_model1_2_01p_0005h_02m_040.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.625220017433167
genotype_model1_2_01p_0005h_02m_048.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.827794589996337
genotype_model1_2_01p_0005h_02m_056.csv,18,81,0,1.0,0.18181818181818182,0.6285714285714286,0.18,10.701443607807159
genotype_model1_2_01p_0005h_02m_100.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.665278134346009
genotype_model1_2_01p_0005h_02m_096.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.693767428398132
genotype_model1_2_01p_0005h_02m_018.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.636747336387634
genotype_model1_2_01p_0005h_02m_074.csv,8,91,0,1.0,0.08080808080808081,0.6491803278688525,0.08,10.686608097553254
genotype_model1_2_01p_0005h_02m_051.csv,17,82,0,1.0,0.1717171717171717,0.6305732484076433,0.17,10.607730360031129
genotype_model1_2_01p_0005h_02m_032.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.650959572792054
genotype_model1_2_01p_0005h_02m_003.csv,5,94,0,1.0,0.050505050505050504,0.6556291390728477,0.05,10.662024204730988
genotype_model1_2_01p_0005h_02m_079.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.724201247692108
genotype_model1_2_01p_0005h_02m_009.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.684745535850524
genotype_model1_2_01p_0005h_02m_077.csv,0,99,0,0.0,0.0,1.0,0.0,10.612508029937745
genotype_model1_2_01p_0005h_02m_066.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.64757063627243
genotype_model1_2_01p_0005h_02m_033.csv,7,92,0,1.0,0.0707070707070707,0.6513157894736843,0.07,10.76743804693222
genotype_model1_2_01p_0005h_02m_010.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.729092643260955
genotype_model1_2_01p_0005h_02m_090.csv,3,96,0,1.0,0.030303030303030304,0.66,0.03,10.725774416923523
genotype_model1_2_01p_0005h_02m_054.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.663986613750458
genotype_model1_2_01p_0005h_02m_007.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.699824225902557
genotype_model1_2_01p_0005h_02m_085.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.645336267948151
genotype_model1_2_01p_0005h_02m_023.csv,0,99,0,0.0,0.0,1.0,0.0,10.69798594713211
genotype_model1_2_01p_0005h_02m_057.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.609885530471802
genotype_model1_2_01p_0005h_02m_055.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.753059101104736
genotype_model1_2_01p_0005h_02m_008.csv,17,82,0,1.0,0.1717171717171717,0.6305732484076433,0.17,10.650796763896942
genotype_model1_2_01p_0005h_02m_087.csv,8,91,0,1.0,0.08080808080808081,0.6491803278688525,0.08,10.688709452152253
genotype_model1_2_01p_0005h_02m_061.csv,5,94,0,1.0,0.050505050505050504,0.6556291390728477,0.05,10.686477489471436
genotype_model1_2_01p_0005h_02m_091.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.636760425567626
genotype_model1_2_01p_0005h_02m_039.csv,8,91,0,1.0,0.08080808080808081,0.6491803278688525,0.08,10.69517109155655
genotype_model1_2_01p_0005h_02m_070.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.719054417610169
genotype_model1_2_01p_0005h_02m_030.csv,6,93,0,1.0,0.06060606060606061,0.6534653465346535,0.06,10.650417618751526
genotype_model1_2_01p_0005h_02m_012.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.658421204090118
genotype_model1_2_01p_0005h_02m_034.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.723180975914001
genotype_model1_2_01p_0005h_02m_021.csv,16,83,0,1.0,0.16161616161616163,0.6325878594249201,0.16,10.677174639701843
genotype_model1_2_01p_0005h_02m_095.csv,10,89,0,1.0,0.10101010101010101,0.6449511400651465,0.1,10.658816125392914
genotype_model1_2_01p_0005h_02m_046.csv,2,97,0,1.0,0.020202020202020204,0.6622073578595318,0.02,10.630023772716521
genotype_model1_2_01p_0005h_02m_058.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.720478234291077
genotype_model1_2_01p_0005h_02m_013.csv,14,85,0,1.0,0.1414141414141414,0.6366559485530546,0.14,10.590241301059724
genotype_model1_2_01p_0005h_02m_053.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.680332515239716
genotype_model1_2_01p_0005h_02m_063.csv,16,83,0,1.0,0.16161616161616163,0.6325878594249201,0.16,10.69175574541092
