Filename,average_time_per_run
genotype_model1_3_01p_0005h_05m_096.csv,5.952794427871704
genotype_model1_3_01p_0005h_05m_019.csv,5.968310704231262
genotype_model1_3_01p_0005h_05m_038.csv,5.701993896961212
genotype_model1_3_01p_0005h_05m_005.csv,5.929293920993805
genotype_model1_3_01p_0005h_05m_060.csv,5.97169082403183
genotype_model1_3_01p_0005h_05m_057.csv,5.849193286895752
genotype_model1_3_01p_0005h_05m_079.csv,6.10682430267334
genotype_model1_3_01p_0005h_05m_046.csv,6.25057724237442
genotype_model1_3_01p_0005h_05m_081.csv,5.966400215625763
genotype_model1_3_01p_0005h_05m_048.csv,6.018987114429474
genotype_model1_3_01p_0005h_05m_033.csv,5.814014866352081
genotype_model1_3_01p_0005h_05m_047.csv,6.09697338104248
genotype_model1_3_01p_0005h_05m_043.csv,5.915007710456848
genotype_model1_3_01p_0005h_05m_083.csv,6.079043340682984
genotype_model1_3_01p_0005h_05m_035.csv,5.892403972148895
genotype_model1_3_01p_0005h_05m_061.csv,6.2715851593017575
genotype_model1_3_01p_0005h_05m_099.csv,5.875986468791962
genotype_model1_3_01p_0005h_05m_036.csv,6.223993303775788
genotype_model1_3_01p_0005h_05m_078.csv,5.847987534999848
genotype_model1_3_01p_0005h_05m_030.csv,6.013993577957153
genotype_model1_3_01p_0005h_05m_055.csv,5.907071983814239
genotype_model1_3_01p_0005h_05m_091.csv,5.992937257289887
genotype_model1_3_01p_0005h_05m_089.csv,5.832990803718567
genotype_model1_3_01p_0005h_05m_059.csv,5.951019744873047
genotype_model1_3_01p_0005h_05m_082.csv,6.001031186580658
genotype_model1_3_01p_0005h_05m_022.csv,6.154934899806976
genotype_model1_3_01p_0005h_05m_041.csv,6.041022236347199
genotype_model1_3_01p_0005h_05m_071.csv,6.184004445075988
genotype_model1_3_01p_0005h_05m_045.csv,5.9359850454330445
genotype_model1_3_01p_0005h_05m_058.csv,5.959984920024872
genotype_model1_3_01p_0005h_05m_037.csv,6.099996876716614
genotype_model1_3_01p_0005h_05m_032.csv,6.203338077068329
genotype_model1_3_01p_0005h_05m_024.csv,6.094864799976349
genotype_model1_3_01p_0005h_05m_018.csv,5.884851598739624
genotype_model1_3_01p_0005h_05m_098.csv,5.990966117382049
genotype_model1_3_01p_0005h_05m_016.csv,5.750362362861633
genotype_model1_3_01p_0005h_05m_007.csv,5.968922049999237
genotype_model1_3_01p_0005h_05m_010.csv,6.0707006978988645
genotype_model1_3_01p_0005h_05m_075.csv,5.859001467227936
genotype_model1_3_01p_0005h_05m_006.csv,6.134984323978424
genotype_model1_3_01p_0005h_05m_086.csv,5.8020326614379885
genotype_model1_3_01p_0005h_05m_014.csv,5.951978328227997
genotype_model1_3_01p_0005h_05m_027.csv,5.928996753692627
genotype_model1_3_01p_0005h_05m_028.csv,5.642182583808899
genotype_model1_3_01p_0005h_05m_042.csv,6.030796570777893
genotype_model1_3_01p_0005h_05m_004.csv,6.021016948223114
genotype_model1_3_01p_0005h_05m_013.csv,6.029987654685974
genotype_model1_3_01p_0005h_05m_067.csv,5.857235243320465
genotype_model1_3_01p_0005h_05m_063.csv,6.1197789812088015
genotype_model1_3_01p_0005h_05m_052.csv,6.2052974915504455
genotype_model1_3_01p_0005h_05m_012.csv,5.838712639808655
genotype_model1_3_01p_0005h_05m_008.csv,5.863972990512848
genotype_model1_3_01p_0005h_05m_034.csv,6.213015730381012
genotype_model1_3_01p_0005h_05m_050.csv,6.019986824989319
genotype_model1_3_01p_0005h_05m_088.csv,6.112982523441315
genotype_model1_3_01p_0005h_05m_026.csv,5.935051069259644
genotype_model1_3_01p_0005h_05m_001.csv,5.806963188648224
genotype_model1_3_01p_0005h_05m_062.csv,6.350989100933075
genotype_model1_3_01p_0005h_05m_039.csv,6.01002453327179
genotype_model1_3_01p_0005h_05m_097.csv,5.867993235588074
genotype_model1_3_01p_0005h_05m_056.csv,6.011997435092926
genotype_model1_3_01p_0005h_05m_029.csv,6.022975957393646
genotype_model1_3_01p_0005h_05m_065.csv,5.902996151447296
genotype_model1_3_01p_0005h_05m_085.csv,6.148044991493225
genotype_model1_3_01p_0005h_05m_074.csv,6.0059817290306095
genotype_model1_3_01p_0005h_05m_077.csv,5.774976682662964
genotype_model1_3_01p_0005h_05m_090.csv,5.781010594367981
genotype_model1_3_01p_0005h_05m_093.csv,6.00939944267273
genotype_model1_3_01p_0005h_05m_084.csv,5.771596269607544
genotype_model1_3_01p_0005h_05m_021.csv,6.258997642993927
genotype_model1_3_01p_0005h_05m_087.csv,5.883998794555664
genotype_model1_3_01p_0005h_05m_017.csv,5.8730394387245175
genotype_model1_3_01p_0005h_05m_066.csv,5.7942316484451295
genotype_model1_3_01p_0005h_05m_070.csv,5.951732606887817
genotype_model1_3_01p_0005h_05m_051.csv,6.007971303462982
genotype_model1_3_01p_0005h_05m_053.csv,6.087124094963074
genotype_model1_3_01p_0005h_05m_015.csv,5.78790292263031
genotype_model1_3_01p_0005h_05m_076.csv,5.80031926870346
genotype_model1_3_01p_0005h_05m_072.csv,5.858683106899261
genotype_model1_3_01p_0005h_05m_064.csv,6.307982335090637
genotype_model1_3_01p_0005h_05m_023.csv,6.1920297551155095
genotype_model1_3_01p_0005h_05m_002.csv,5.828980753421783
genotype_model1_3_01p_0005h_05m_009.csv,6.173010609149933
genotype_model1_3_01p_0005h_05m_094.csv,6.13397641658783
genotype_model1_3_01p_0005h_05m_020.csv,5.987000966072083
genotype_model1_3_01p_0005h_05m_068.csv,6.043998124599457
genotype_model1_3_01p_0005h_05m_069.csv,6.04901706457138
genotype_model1_3_01p_0005h_05m_031.csv,6.074993674755096
genotype_model1_3_01p_0005h_05m_040.csv,6.037340559959412
genotype_model1_3_01p_0005h_05m_080.csv,6.111639695167542
genotype_model1_3_01p_0005h_05m_100.csv,5.703020870685577
genotype_model1_3_01p_0005h_05m_049.csv,5.845976600646972
genotype_model1_3_01p_0005h_05m_011.csv,5.885100865364075
genotype_model1_3_01p_0005h_05m_003.csv,6.09388813495636
genotype_model1_3_01p_0005h_05m_092.csv,6.127034239768982
genotype_model1_3_01p_0005h_05m_025.csv,5.760979540348053
genotype_model1_3_01p_0005h_05m_095.csv,5.957997906208038
genotype_model1_3_01p_0005h_05m_073.csv,6.286035418510437
genotype_model1_3_01p_0005h_05m_044.csv,6.287969694137574
genotype_model1_3_01p_0005h_05m_054.csv,5.957983090877533
