Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
genotype_model3_3_01p_002h_05m_058.csv,0,99,0,0.0,0.0,1.0,0.0,1.2000120210647582
genotype_model3_3_01p_002h_05m_083.csv,0,99,0,0.0,0.0,1.0,0.0,1.1828799271583557
genotype_model3_3_01p_002h_05m_036.csv,0,99,0,0.0,0.0,1.0,0.0,1.1680458974838257
genotype_model3_3_01p_002h_05m_090.csv,0,99,0,0.0,0.0,1.0,0.0,1.1669800090789795
genotype_model3_3_01p_002h_05m_011.csv,0,99,0,0.0,0.0,1.0,0.0,1.1766405367851258
genotype_model3_3_01p_002h_05m_033.csv,0,99,0,0.0,0.0,1.0,0.0,1.16026864528656
genotype_model3_3_01p_002h_05m_056.csv,0,99,0,0.0,0.0,1.0,0.0,1.1606537151336669
genotype_model3_3_01p_002h_05m_099.csv,0,99,0,0.0,0.0,1.0,0.0,1.1820886731147766
genotype_model3_3_01p_002h_05m_081.csv,0,99,0,0.0,0.0,1.0,0.0,1.1589941382408142
genotype_model3_3_01p_002h_05m_100.csv,0,99,0,0.0,0.0,1.0,0.0,1.1641419887542725
genotype_model3_3_01p_002h_05m_091.csv,0,99,0,0.0,0.0,1.0,0.0,1.2041522645950318
genotype_model3_3_01p_002h_05m_064.csv,0,99,0,0.0,0.0,1.0,0.0,1.180417139530182
genotype_model3_3_01p_002h_05m_057.csv,0,99,0,0.0,0.0,1.0,0.0,1.1672912311553956
genotype_model3_3_01p_002h_05m_035.csv,0,99,0,0.0,0.0,1.0,0.0,1.15703773021698
genotype_model3_3_01p_002h_05m_086.csv,0,99,0,0.0,0.0,1.0,0.0,1.156244807243347
genotype_model3_3_01p_002h_05m_076.csv,0,99,0,0.0,0.0,1.0,0.0,1.168693687915802
genotype_model3_3_01p_002h_05m_082.csv,0,99,0,0.0,0.0,1.0,0.0,1.1881094312667846
genotype_model3_3_01p_002h_05m_030.csv,0,99,0,0.0,0.0,1.0,0.0,1.1445793628692627
genotype_model3_3_01p_002h_05m_087.csv,0,99,0,0.0,0.0,1.0,0.0,1.150950653553009
genotype_model3_3_01p_002h_05m_020.csv,0,99,0,0.0,0.0,1.0,0.0,1.1790494680404664
genotype_model3_3_01p_002h_05m_021.csv,0,99,0,0.0,0.0,1.0,0.0,1.1513318085670472
genotype_model3_3_01p_002h_05m_089.csv,0,99,0,0.0,0.0,1.0,0.0,1.189982078075409
genotype_model3_3_01p_002h_05m_080.csv,0,99,0,0.0,0.0,1.0,0.0,1.1500049591064454
genotype_model3_3_01p_002h_05m_008.csv,0,99,0,0.0,0.0,1.0,0.0,1.1876817083358764
genotype_model3_3_01p_002h_05m_093.csv,0,99,0,0.0,0.0,1.0,0.0,1.1894848155975342
genotype_model3_3_01p_002h_05m_044.csv,0,99,0,0.0,0.0,1.0,0.0,1.1939288473129273
genotype_model3_3_01p_002h_05m_028.csv,0,99,0,0.0,0.0,1.0,0.0,1.1845081734657288
genotype_model3_3_01p_002h_05m_092.csv,0,99,0,0.0,0.0,1.0,0.0,1.166022951602936
genotype_model3_3_01p_002h_05m_049.csv,0,99,0,0.0,0.0,1.0,0.0,1.1798972129821776
genotype_model3_3_01p_002h_05m_074.csv,0,99,0,0.0,0.0,1.0,0.0,1.185461971759796
genotype_model3_3_01p_002h_05m_010.csv,0,99,0,0.0,0.0,1.0,0.0,1.2023373985290526
genotype_model3_3_01p_002h_05m_017.csv,0,99,0,0.0,0.0,1.0,0.0,1.227666039466858
genotype_model3_3_01p_002h_05m_069.csv,0,99,0,0.0,0.0,1.0,0.0,1.189430956840515
genotype_model3_3_01p_002h_05m_095.csv,0,99,0,0.0,0.0,1.0,0.0,1.2015520095825196
genotype_model3_3_01p_002h_05m_014.csv,0,99,0,0.0,0.0,1.0,0.0,1.2202943921089173
genotype_model3_3_01p_002h_05m_004.csv,0,99,0,0.0,0.0,1.0,0.0,1.1712420296669006
genotype_model3_3_01p_002h_05m_085.csv,0,99,0,0.0,0.0,1.0,0.0,1.1534881973266602
genotype_model3_3_01p_002h_05m_078.csv,0,99,0,0.0,0.0,1.0,0.0,1.2149951124191285
genotype_model3_3_01p_002h_05m_032.csv,0,99,0,0.0,0.0,1.0,0.0,1.1758917927742005
genotype_model3_3_01p_002h_05m_066.csv,0,99,0,0.0,0.0,1.0,0.0,1.1710910868644715
genotype_model3_3_01p_002h_05m_067.csv,0,99,0,0.0,0.0,1.0,0.0,1.1856493091583251
genotype_model3_3_01p_002h_05m_019.csv,0,99,0,0.0,0.0,1.0,0.0,1.176066710948944
genotype_model3_3_01p_002h_05m_034.csv,0,99,0,0.0,0.0,1.0,0.0,1.1852829575538635
genotype_model3_3_01p_002h_05m_063.csv,0,99,0,0.0,0.0,1.0,0.0,1.2052633309364318
genotype_model3_3_01p_002h_05m_002.csv,0,99,0,0.0,0.0,1.0,0.0,1.1982379317283631
genotype_model3_3_01p_002h_05m_026.csv,0,99,0,0.0,0.0,1.0,0.0,1.2501180529594422
genotype_model3_3_01p_002h_05m_062.csv,0,99,0,0.0,0.0,1.0,0.0,1.2191548132896424
genotype_model3_3_01p_002h_05m_048.csv,0,99,0,0.0,0.0,1.0,0.0,1.1670783710479737
genotype_model3_3_01p_002h_05m_068.csv,0,99,0,0.0,0.0,1.0,0.0,1.1760798573493958
genotype_model3_3_01p_002h_05m_013.csv,0,99,0,0.0,0.0,1.0,0.0,1.195872070789337
genotype_model3_3_01p_002h_05m_065.csv,0,99,0,0.0,0.0,1.0,0.0,1.2102093887329102
genotype_model3_3_01p_002h_05m_073.csv,0,99,0,0.0,0.0,1.0,0.0,1.1834907627105713
genotype_model3_3_01p_002h_05m_015.csv,0,99,0,0.0,0.0,1.0,0.0,1.2374738144874573
genotype_model3_3_01p_002h_05m_016.csv,0,99,0,0.0,0.0,1.0,0.0,1.2250241374969482
genotype_model3_3_01p_002h_05m_006.csv,0,99,0,0.0,0.0,1.0,0.0,1.1753728652000428
genotype_model3_3_01p_002h_05m_052.csv,0,99,0,0.0,0.0,1.0,0.0,1.136126754283905
genotype_model3_3_01p_002h_05m_031.csv,0,99,0,0.0,0.0,1.0,0.0,1.1592775249481202
genotype_model3_3_01p_002h_05m_055.csv,0,99,0,0.0,0.0,1.0,0.0,1.1705074644088744
genotype_model3_3_01p_002h_05m_025.csv,0,99,0,0.0,0.0,1.0,0.0,1.1741390585899354
genotype_model3_3_01p_002h_05m_061.csv,0,99,0,0.0,0.0,1.0,0.0,1.1542531943321228
genotype_model3_3_01p_002h_05m_047.csv,0,99,0,0.0,0.0,1.0,0.0,1.187313542366028
genotype_model3_3_01p_002h_05m_097.csv,0,99,0,0.0,0.0,1.0,0.0,1.1706534934043884
genotype_model3_3_01p_002h_05m_098.csv,0,99,0,0.0,0.0,1.0,0.0,1.1850305271148682
genotype_model3_3_01p_002h_05m_007.csv,0,99,0,0.0,0.0,1.0,0.0,1.194606022834778
genotype_model3_3_01p_002h_05m_077.csv,0,99,0,0.0,0.0,1.0,0.0,1.1879649448394776
genotype_model3_3_01p_002h_05m_053.csv,0,99,0,0.0,0.0,1.0,0.0,1.1771633625030518
genotype_model3_3_01p_002h_05m_005.csv,0,99,0,0.0,0.0,1.0,0.0,1.172563877105713
genotype_model3_3_01p_002h_05m_022.csv,0,99,0,0.0,0.0,1.0,0.0,1.1590236592292786
genotype_model3_3_01p_002h_05m_001.csv,0,99,0,0.0,0.0,1.0,0.0,1.175580668449402
genotype_model3_3_01p_002h_05m_027.csv,0,99,0,0.0,0.0,1.0,0.0,1.1636971282958983
genotype_model3_3_01p_002h_05m_054.csv,0,99,0,0.0,0.0,1.0,0.0,1.1647895646095277
genotype_model3_3_01p_002h_05m_029.csv,0,99,0,0.0,0.0,1.0,0.0,1.1623708653450011
genotype_model3_3_01p_002h_05m_096.csv,0,99,0,0.0,0.0,1.0,0.0,1.165428066253662
