Filename,average_time_per_run
genotype_model1_2_01p_0005h_02m_036.csv,5.89866575717926
genotype_model1_2_01p_0005h_02m_069.csv,5.652093801498413
genotype_model1_2_01p_0005h_02m_050.csv,5.781904006004334
genotype_model1_2_01p_0005h_02m_045.csv,5.743014035224914
genotype_model1_2_01p_0005h_02m_086.csv,5.903990588188171
genotype_model1_2_01p_0005h_02m_071.csv,5.885989103317261
genotype_model1_2_01p_0005h_02m_097.csv,6.118024480342865
genotype_model1_2_01p_0005h_02m_067.csv,6.148961973190308
genotype_model1_2_01p_0005h_02m_042.csv,5.690010681152343
genotype_model1_2_01p_0005h_02m_089.csv,5.7080324625968935
genotype_model1_2_01p_0005h_02m_022.csv,5.8839532351493835
genotype_model1_2_01p_0005h_02m_035.csv,6.046025216579437
genotype_model1_2_01p_0005h_02m_027.csv,5.869122350215912
genotype_model1_2_01p_0005h_02m_059.csv,6.008879518508911
genotype_model1_2_01p_0005h_02m_068.csv,5.774967107772827
genotype_model1_2_01p_0005h_02m_084.csv,6.066360106468201
genotype_model1_2_01p_0005h_02m_060.csv,6.011649458408356
genotype_model1_2_01p_0005h_02m_037.csv,5.737287817001342
genotype_model1_2_01p_0005h_02m_026.csv,6.298709707260132
genotype_model1_2_01p_0005h_02m_043.csv,5.951010944843293
genotype_model1_2_01p_0005h_02m_016.csv,5.692991189956665
genotype_model1_2_01p_0005h_02m_088.csv,6.163944275379181
genotype_model1_2_01p_0005h_02m_024.csv,5.954035770893097
genotype_model1_2_01p_0005h_02m_082.csv,5.947987849712372
genotype_model1_2_01p_0005h_02m_015.csv,6.054049317836761
genotype_model1_2_01p_0005h_02m_065.csv,6.0579883575439455
genotype_model1_2_01p_0005h_02m_005.csv,5.705992262363434
genotype_model1_2_01p_0005h_02m_062.csv,6.0400020790100095
genotype_model1_2_01p_0005h_02m_083.csv,6.093224854469299
genotype_model1_2_01p_0005h_02m_093.csv,5.880776846408844
genotype_model1_2_01p_0005h_02m_078.csv,5.898989531993866
genotype_model1_2_01p_0005h_02m_031.csv,6.2579759502410885
genotype_model1_2_01p_0005h_02m_001.csv,5.886018273830413
genotype_model1_2_01p_0005h_02m_004.csv,5.688992204666138
genotype_model1_2_01p_0005h_02m_019.csv,6.032997579574585
genotype_model1_2_01p_0005h_02m_006.csv,5.902988066673279
genotype_model1_2_01p_0005h_02m_073.csv,5.813030285835266
genotype_model1_2_01p_0005h_02m_047.csv,5.817996547222138
genotype_model1_2_01p_0005h_02m_020.csv,5.8409930300712585
