Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
genotype_model1_3_01p_0005h_05m_096.csv,1,98,0,1.0,0.010101010101010102,0.6644295302013423,0.01,10.685318574905395
genotype_model1_3_01p_0005h_05m_019.csv,15,84,0,1.0,0.15151515151515152,0.6346153846153847,0.15,10.623893291950226
genotype_model1_3_01p_0005h_05m_038.csv,28,71,0,1.0,0.2828282828282828,0.6092307692307692,0.28,10.629219298362733
genotype_model1_3_01p_0005h_05m_005.csv,19,80,0,1.0,0.1919191919191919,0.6265822784810127,0.19,10.663996431827545
genotype_model1_3_01p_0005h_05m_060.csv,11,88,0,1.0,0.1111111111111111,0.6428571428571428,0.11,10.682737221717835
genotype_model1_3_01p_0005h_05m_057.csv,27,72,0,1.0,0.2727272727272727,0.6111111111111112,0.27,10.69850691318512
genotype_model1_3_01p_0005h_05m_079.csv,9,90,0,1.0,0.09090909090909091,0.6470588235294118,0.09,10.68457373380661
genotype_model1_3_01p_0005h_05m_046.csv,4,95,0,1.0,0.04040404040404041,0.6578073089700998,0.04,10.70511578321457
genotype_model1_3_01p_0005h_05m_081.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.648119492530823
genotype_model1_3_01p_0005h_05m_048.csv,1,98,0,1.0,0.010101010101010102,0.6644295302013423,0.01,10.618634130954742
genotype_model1_3_01p_0005h_05m_033.csv,0,99,0,0.0,0.0,1.0,0.0,10.566973967552185
genotype_model1_3_01p_0005h_05m_047.csv,0,99,0,0.0,0.0,1.0,0.0,10.652008707523345
genotype_model1_3_01p_0005h_05m_043.csv,18,81,0,1.0,0.18181818181818182,0.6285714285714286,0.18,10.692127118110657
genotype_model1_3_01p_0005h_05m_083.csv,24,75,0,1.0,0.24242424242424243,0.6168224299065421,0.24,10.593920304775239
genotype_model1_3_01p_0005h_05m_035.csv,12,87,0,1.0,0.12121212121212122,0.6407766990291263,0.12,10.618318223953247
genotype_model1_3_01p_0005h_05m_061.csv,2,97,0,1.0,0.020202020202020204,0.6622073578595318,0.02,10.764417853355408
genotype_model1_3_01p_0005h_05m_099.csv,18,81,0,1.0,0.18181818181818182,0.6285714285714286,0.18,10.568668994903565
genotype_model1_3_01p_0005h_05m_036.csv,0,99,0,0.0,0.0,1.0,0.0,10.585606439113617
genotype_model1_3_01p_0005h_05m_078.csv,0,99,0,0.0,0.0,1.0,0.0,10.601377546787262
genotype_model1_3_01p_0005h_05m_030.csv,13,86,0,1.0,0.13131313131313133,0.6387096774193548,0.13,10.725796394348144
genotype_model1_3_01p_0005h_05m_055.csv,22,77,0,1.0,0.2222222222222222,0.6206896551724138,0.22,10.633249733448029
genotype_model1_3_01p_0005h_05m_091.csv,2,97,0,1.0,0.020202020202020204,0.6622073578595318,0.02,10.65674289226532
genotype_model1_3_01p_0005h_05m_089.csv,7,92,0,1.0,0.0707070707070707,0.6513157894736843,0.07,10.648036358356476
genotype_model1_3_01p_0005h_05m_059.csv,5,94,0,1.0,0.050505050505050504,0.6556291390728477,0.05,10.695858895778656
genotype_model1_3_01p_0005h_05m_082.csv,17,82,0,1.0,0.1717171717171717,0.6305732484076433,0.17,10.602939505577087
