Filename,average_time_per_run
genotype_model1_1_01p_0005h_01m_073.csv,5.750031177997589
genotype_model1_1_01p_0005h_01m_021.csv,5.767000570297241
genotype_model1_1_01p_0005h_01m_030.csv,5.7499667525291445
genotype_model1_1_01p_0005h_01m_079.csv,5.799045886993408
genotype_model1_1_01p_0005h_01m_065.csv,5.998974883556366
genotype_model1_1_01p_0005h_01m_019.csv,5.9119839549064634
genotype_model1_1_01p_0005h_01m_057.csv,5.880017340183258
genotype_model1_1_01p_0005h_01m_008.csv,5.664187614917755
genotype_model1_1_01p_0005h_01m_039.csv,5.929178867340088
genotype_model1_1_01p_0005h_01m_012.csv,6.087616536617279
genotype_model1_1_01p_0005h_01m_093.csv,5.685294969081879
genotype_model1_1_01p_0005h_01m_099.csv,5.709720637798309
genotype_model1_1_01p_0005h_01m_035.csv,5.933006041049957
genotype_model1_1_01p_0005h_01m_046.csv,5.870180039405823
genotype_model1_1_01p_0005h_01m_027.csv,5.3818013167381284
genotype_model1_1_01p_0005h_01m_063.csv,5.959981043338775
genotype_model1_1_01p_0005h_01m_048.csv,5.957000782489777
genotype_model1_1_01p_0005h_01m_034.csv,5.807004897594452
genotype_model1_1_01p_0005h_01m_026.csv,5.989193873405457
genotype_model1_1_01p_0005h_01m_053.csv,6.139797794818878
genotype_model1_1_01p_0005h_01m_003.csv,5.721044681072235
genotype_model1_1_01p_0005h_01m_075.csv,5.858024106025696
genotype_model1_1_01p_0005h_01m_087.csv,5.865976464748383
genotype_model1_1_01p_0005h_01m_078.csv,6.036031973361969
genotype_model1_1_01p_0005h_01m_044.csv,5.758004808425904
genotype_model1_1_01p_0005h_01m_005.csv,5.807988152503968
genotype_model1_1_01p_0005h_01m_074.csv,5.912990844249725
genotype_model1_1_01p_0005h_01m_020.csv,5.829350929260254
genotype_model1_1_01p_0005h_01m_069.csv,5.877637028694153
genotype_model1_1_01p_0005h_01m_061.csv,5.861017470359802
genotype_model1_1_01p_0005h_01m_011.csv,6.070213143825531
genotype_model1_1_01p_0005h_01m_072.csv,5.695776057243347
genotype_model1_1_01p_0005h_01m_094.csv,5.562019419670105
genotype_model1_1_01p_0005h_01m_047.csv,5.98026891708374
genotype_model1_1_01p_0005h_01m_022.csv,6.122715048789978
genotype_model1_1_01p_0005h_01m_089.csv,5.80805205821991
genotype_model1_1_01p_0005h_01m_058.csv,5.935939319133759
genotype_model1_1_01p_0005h_01m_088.csv,5.931001493930816
genotype_model1_1_01p_0005h_01m_006.csv,5.948983960151672
genotype_model1_1_01p_0005h_01m_062.csv,5.75402978181839
genotype_model1_1_01p_0005h_01m_085.csv,6.005977573394776
genotype_model1_1_01p_0005h_01m_083.csv,6.023009459972382
genotype_model1_1_01p_0005h_01m_092.csv,5.876057205200195
genotype_model1_1_01p_0005h_01m_033.csv,5.843938052654266
genotype_model1_1_01p_0005h_01m_038.csv,5.9760282564163205
genotype_model1_1_01p_0005h_01m_002.csv,5.7539796233177185
genotype_model1_1_01p_0005h_01m_018.csv,5.7549866199493405
genotype_model1_1_01p_0005h_01m_054.csv,6.0000003767013546
genotype_model1_1_01p_0005h_01m_032.csv,5.758334851264953
genotype_model1_1_01p_0005h_01m_023.csv,5.872657761573792
genotype_model1_1_01p_0005h_01m_014.csv,6.179001343250275
genotype_model1_1_01p_0005h_01m_037.csv,5.876019089221955
genotype_model1_1_01p_0005h_01m_090.csv,5.6709871673583985
genotype_model1_1_01p_0005h_01m_040.csv,5.815987727642059
genotype_model1_1_01p_0005h_01m_042.csv,5.887996969223022
genotype_model1_1_01p_0005h_01m_050.csv,6.02001184463501
genotype_model1_1_01p_0005h_01m_080.csv,5.706989479064942
genotype_model1_1_01p_0005h_01m_015.csv,5.921015903949738
genotype_model1_1_01p_0005h_01m_098.csv,6.003960356712342
genotype_model1_1_01p_0005h_01m_091.csv,5.652005484104157
genotype_model1_1_01p_0005h_01m_045.csv,5.687053647041321
genotype_model1_1_01p_0005h_01m_096.csv,5.7609606456756595
genotype_model1_1_01p_0005h_01m_086.csv,5.750996010303497
genotype_model1_1_01p_0005h_01m_055.csv,5.812986402511597
genotype_model1_1_01p_0005h_01m_031.csv,5.810030522346497
genotype_model1_1_01p_0005h_01m_007.csv,5.859181277751922
genotype_model1_1_01p_0005h_01m_071.csv,5.648806035518646
genotype_model1_1_01p_0005h_01m_029.csv,5.869993178844452
genotype_model1_1_01p_0005h_01m_001.csv,6.293973023891449
genotype_model1_1_01p_0005h_01m_070.csv,5.869018452167511
genotype_model1_1_01p_0005h_01m_036.csv,6.0040074467658995
genotype_model1_1_01p_0005h_01m_016.csv,5.813048017024994
genotype_model1_1_01p_0005h_01m_077.csv,5.80295657157898
genotype_model1_1_01p_0005h_01m_097.csv,6.160989029407501
genotype_model1_1_01p_0005h_01m_068.csv,5.890999701023102
