Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
Naif_1_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.378687572479248
Naif_77_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3808906078338623
Naif_36_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3670568943023682
Naif_41_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3866886615753173
Naif_78_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3789758563041687
Naif_83_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3820760250091553
Naif_23_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.4033836007118226
Naif_21_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3614513874053955
Naif_27_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.4123397827148438
Naif_72_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3780206799507142
Naif_28_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3942248106002808
Naif_70_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3971935153007506
Naif_13_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.389901828765869
Naif_4_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.405251967906952
Naif_20_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3931926369667054
Naif_29_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3710570216178894
Naif_5_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3949461817741393
Naif_37_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3634842157363891
Naif_98_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3890385150909423
Naif_50_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3935013651847838
Naif_19_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3795170307159423
Naif_64_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3764324188232422
Naif_40_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.4018086433410644
Naif_60_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3876739025115967
Naif_26_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.408712100982666
Naif_42_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.396623969078064
Naif_3_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3875861048698426
Naif_94_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3778988122940063
Naif_44_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3884749293327332
Naif_65_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3857478141784667
Naif_32_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3784678816795348
Naif_46_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3761384725570678
Naif_49_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3874728679656982
Naif_43_Genotype.txt,0,19,0,0.0,0.0,1.0,0.0,1.3925433516502381
