Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
simu_naive_2snp_0_75_79genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0511823415756225
simu_naive_2snp_0_75_5genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0543395853042603
simu_naive_2snp_0_75_77genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0556465697288513
simu_naive_2snp_0_75_3genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0560971808433532
simu_naive_2snp_0_75_9genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0543077397346496
simu_naive_2snp_0_75_30genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0540520930290223
simu_naive_2snp_0_75_1genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.053442928791046
simu_naive_2snp_0_75_97genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.049684088230133
simu_naive_2snp_0_75_40genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0640030813217163
simu_naive_2snp_0_75_54genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0522017359733582
simu_naive_2snp_0_75_18genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0567113471031189
simu_naive_2snp_0_75_89genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0544437122344972
simu_naive_2snp_0_75_86genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.053392517566681
simu_naive_2snp_0_75_61genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.057628765106201
simu_naive_2snp_0_75_7genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0455460262298584
simu_naive_2snp_0_75_69genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0513837265968322
simu_naive_2snp_0_75_74genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0525799441337584
simu_naive_2snp_0_75_88genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0541541838645936
simu_naive_2snp_0_75_70genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.053150975704193
simu_naive_2snp_0_75_64genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0479349303245544
simu_naive_2snp_0_75_35genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0550370812416077
simu_naive_2snp_0_75_58genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.058514358997345
simu_naive_2snp_0_75_83genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.052993712425232
simu_naive_2snp_0_75_34genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.05329439163208
simu_naive_2snp_0_75_24genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.054379014968872
simu_naive_2snp_0_75_25genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0529077649116516
simu_naive_2snp_0_75_39genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0534594821929932
simu_naive_2snp_0_75_33genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0546899652481079
simu_naive_2snp_0_75_29genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0604057312011719
simu_naive_2snp_0_75_43genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0461971592903136
simu_naive_2snp_0_75_62genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0538200068473815
simu_naive_2snp_0_75_38genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.053087410926819
simu_naive_2snp_0_75_65genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0420197367668151
simu_naive_2snp_0_75_22genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.056904239654541
simu_naive_2snp_0_75_10genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.061575870513916
simu_naive_2snp_0_75_12genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0652341842651367
simu_naive_2snp_0_75_60genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0500031733512878
simu_naive_2snp_0_75_20genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0595296764373778
simu_naive_2snp_0_75_11genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0568754291534423
simu_naive_2snp_0_75_49genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.055788028240204
simu_naive_2snp_0_75_55genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0553795671463013
simu_naive_2snp_0_75_15genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.051966485977173
simu_naive_2snp_0_75_85genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0611746406555176
simu_naive_2snp_0_75_78genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0515866231918336
simu_naive_2snp_0_75_27genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0562710690498351
simu_naive_2snp_0_75_56genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0505193758010865
simu_naive_2snp_0_75_51genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0582471990585327
simu_naive_2snp_0_75_76genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0513533115386964
simu_naive_2snp_0_75_72genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0554223680496215
simu_naive_2snp_0_75_6genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0424925351142884
simu_naive_2snp_0_75_90genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.0552352285385131
simu_naive_2snp_0_75_44genos.txt,0,99,0,0.0,0.0,1.0,0.0,1.052669825553894
