Filename,f_measure
simu_naive_2snp_0_75_79genos.txt,1.0
simu_naive_2snp_0_75_5genos.txt,1.0
simu_naive_2snp_0_75_77genos.txt,1.0
simu_naive_2snp_0_75_3genos.txt,1.0
simu_naive_2snp_0_75_9genos.txt,1.0
simu_naive_2snp_0_75_30genos.txt,1.0
simu_naive_2snp_0_75_1genos.txt,1.0
simu_naive_2snp_0_75_97genos.txt,1.0
simu_naive_2snp_0_75_40genos.txt,1.0
simu_naive_2snp_0_75_54genos.txt,1.0
simu_naive_2snp_0_75_18genos.txt,1.0
simu_naive_2snp_0_75_89genos.txt,1.0
simu_naive_2snp_0_75_86genos.txt,1.0
simu_naive_2snp_0_75_61genos.txt,1.0
simu_naive_2snp_0_75_7genos.txt,1.0
simu_naive_2snp_0_75_69genos.txt,1.0
simu_naive_2snp_0_75_74genos.txt,1.0
simu_naive_2snp_0_75_88genos.txt,1.0
simu_naive_2snp_0_75_70genos.txt,1.0
simu_naive_2snp_0_75_64genos.txt,1.0
simu_naive_2snp_0_75_35genos.txt,1.0
simu_naive_2snp_0_75_58genos.txt,1.0
simu_naive_2snp_0_75_83genos.txt,1.0
simu_naive_2snp_0_75_34genos.txt,1.0
simu_naive_2snp_0_75_24genos.txt,1.0
simu_naive_2snp_0_75_25genos.txt,1.0
simu_naive_2snp_0_75_39genos.txt,1.0
simu_naive_2snp_0_75_33genos.txt,1.0
simu_naive_2snp_0_75_29genos.txt,1.0
simu_naive_2snp_0_75_43genos.txt,1.0
simu_naive_2snp_0_75_62genos.txt,1.0
simu_naive_2snp_0_75_38genos.txt,1.0
simu_naive_2snp_0_75_65genos.txt,1.0
simu_naive_2snp_0_75_22genos.txt,1.0
simu_naive_2snp_0_75_10genos.txt,1.0
simu_naive_2snp_0_75_12genos.txt,1.0
simu_naive_2snp_0_75_60genos.txt,1.0
simu_naive_2snp_0_75_20genos.txt,1.0
simu_naive_2snp_0_75_11genos.txt,1.0
simu_naive_2snp_0_75_49genos.txt,1.0
simu_naive_2snp_0_75_55genos.txt,1.0
simu_naive_2snp_0_75_15genos.txt,1.0
simu_naive_2snp_0_75_85genos.txt,1.0
simu_naive_2snp_0_75_78genos.txt,1.0
simu_naive_2snp_0_75_27genos.txt,1.0
simu_naive_2snp_0_75_56genos.txt,1.0
simu_naive_2snp_0_75_51genos.txt,1.0
simu_naive_2snp_0_75_76genos.txt,1.0
simu_naive_2snp_0_75_72genos.txt,1.0
simu_naive_2snp_0_75_6genos.txt,1.0
simu_naive_2snp_0_75_90genos.txt,1.0
simu_naive_2snp_0_75_44genos.txt,1.0
simu_naive_2snp_0_75_8genos.txt,1.0
simu_naive_2snp_0_75_32genos.txt,1.0
simu_naive_2snp_0_75_52genos.txt,1.0
simu_naive_2snp_0_75_92genos.txt,1.0
simu_naive_2snp_0_75_73genos.txt,1.0
simu_naive_2snp_0_75_98genos.txt,1.0
simu_naive_2snp_0_75_100genos.txt,1.0
simu_naive_2snp_0_75_48genos.txt,1.0
simu_naive_2snp_0_75_93genos.txt,1.0
simu_naive_2snp_0_75_66genos.txt,1.0
simu_naive_2snp_0_75_99genos.txt,1.0
simu_naive_2snp_0_75_68genos.txt,1.0
simu_naive_2snp_0_75_17genos.txt,1.0
simu_naive_2snp_0_75_31genos.txt,1.0
simu_naive_2snp_0_75_63genos.txt,1.0
simu_naive_2snp_0_75_67genos.txt,1.0
simu_naive_2snp_0_75_80genos.txt,1.0
simu_naive_2snp_0_75_81genos.txt,1.0
simu_naive_2snp_0_75_91genos.txt,1.0
simu_naive_2snp_0_75_95genos.txt,1.0
simu_naive_2snp_0_75_96genos.txt,1.0
simu_naive_2snp_0_75_53genos.txt,1.0
simu_naive_2snp_0_75_41genos.txt,1.0
simu_naive_2snp_0_75_14genos.txt,1.0
simu_naive_2snp_0_75_26genos.txt,1.0
simu_naive_2snp_0_75_2genos.txt,1.0
simu_naive_2snp_0_75_57genos.txt,1.0
simu_naive_2snp_0_75_16genos.txt,1.0
simu_naive_2snp_0_75_84genos.txt,1.0
simu_naive_2snp_0_75_50genos.txt,1.0
simu_naive_2snp_0_75_87genos.txt,1.0
simu_naive_2snp_0_75_13genos.txt,1.0
simu_naive_2snp_0_75_23genos.txt,1.0
simu_naive_2snp_0_75_71genos.txt,1.0
simu_naive_2snp_0_75_4genos.txt,1.0
simu_naive_2snp_0_75_94genos.txt,1.0
simu_naive_2snp_0_75_82genos.txt,1.0
simu_naive_2snp_0_75_21genos.txt,1.0
simu_naive_2snp_0_75_36genos.txt,1.0
simu_naive_2snp_0_75_45genos.txt,1.0
simu_naive_2snp_0_75_75genos.txt,1.0
simu_naive_2snp_0_75_37genos.txt,1.0
simu_naive_2snp_0_75_46genos.txt,1.0
simu_naive_2snp_0_75_28genos.txt,1.0
simu_naive_2snp_0_75_59genos.txt,1.0
simu_naive_2snp_0_75_42genos.txt,1.0
simu_naive_2snp_0_75_47genos.txt,1.0
simu_naive_2snp_0_75_19genos.txt,1.0
