Filename,average_time_per_run
simu_naive_2snp_0_75_79genos.txt,0.16555473804473878
simu_naive_2snp_0_75_5genos.txt,0.16927383422851563
simu_naive_2snp_0_75_77genos.txt,0.17021475553512574
simu_naive_2snp_0_75_3genos.txt,0.16638975381851195
simu_naive_2snp_0_75_9genos.txt,0.17226232051849366
simu_naive_2snp_0_75_30genos.txt,0.16679754972457886
simu_naive_2snp_0_75_1genos.txt,0.1781298804283142
simu_naive_2snp_0_75_97genos.txt,0.16651022672653198
simu_naive_2snp_0_75_40genos.txt,0.16479708671569823
simu_naive_2snp_0_75_54genos.txt,0.16597282886505127
simu_naive_2snp_0_75_18genos.txt,0.1744205641746521
simu_naive_2snp_0_75_89genos.txt,0.16848587036132812
simu_naive_2snp_0_75_86genos.txt,0.1655745005607605
simu_naive_2snp_0_75_61genos.txt,0.1814916443824768
simu_naive_2snp_0_75_7genos.txt,0.17317594051361085
simu_naive_2snp_0_75_69genos.txt,0.17032771348953246
simu_naive_2snp_0_75_74genos.txt,0.17541818380355834
simu_naive_2snp_0_75_88genos.txt,0.16559257507324218
simu_naive_2snp_0_75_70genos.txt,0.17644238471984863
simu_naive_2snp_0_75_64genos.txt,0.1698240113258362
simu_naive_2snp_0_75_35genos.txt,0.16445691347122193
simu_naive_2snp_0_75_58genos.txt,0.16735823392868043
simu_naive_2snp_0_75_83genos.txt,0.17309796571731567
simu_naive_2snp_0_75_34genos.txt,0.1717647433280945
simu_naive_2snp_0_75_24genos.txt,0.17686695337295533
simu_naive_2snp_0_75_25genos.txt,0.16591973781585692
simu_naive_2snp_0_75_39genos.txt,0.18079662084579468
simu_naive_2snp_0_75_33genos.txt,0.16092187404632569
simu_naive_2snp_0_75_29genos.txt,0.1677504301071167
simu_naive_2snp_0_75_43genos.txt,0.16894596815109253
simu_naive_2snp_0_75_62genos.txt,0.16756536006927492
simu_naive_2snp_0_75_38genos.txt,0.16741162776947022
simu_naive_2snp_0_75_65genos.txt,0.1767880153656006
simu_naive_2snp_0_75_22genos.txt,0.1654299545288086
simu_naive_2snp_0_75_10genos.txt,0.1687031579017639
simu_naive_2snp_0_75_12genos.txt,0.16679460287094117
simu_naive_2snp_0_75_60genos.txt,0.16825725078582765
simu_naive_2snp_0_75_20genos.txt,0.16528430223464965
simu_naive_2snp_0_75_11genos.txt,0.16905282974243163
simu_naive_2snp_0_75_49genos.txt,0.1637399435043335
simu_naive_2snp_0_75_55genos.txt,0.16780004024505615
simu_naive_2snp_0_75_15genos.txt,0.1688247013092041
simu_naive_2snp_0_75_85genos.txt,0.1781712007522583
simu_naive_2snp_0_75_78genos.txt,0.15945056915283204
simu_naive_2snp_0_75_27genos.txt,0.16815605640411377
simu_naive_2snp_0_75_56genos.txt,0.1731818962097168
simu_naive_2snp_0_75_51genos.txt,0.16373751878738405
simu_naive_2snp_0_75_76genos.txt,0.1664935302734375
simu_naive_2snp_0_75_72genos.txt,0.17111328125
simu_naive_2snp_0_75_6genos.txt,0.16903743267059326
simu_naive_2snp_0_75_90genos.txt,0.16379951000213622
simu_naive_2snp_0_75_44genos.txt,0.16473683595657349
simu_naive_2snp_0_75_8genos.txt,0.16661133289337157
simu_naive_2snp_0_75_32genos.txt,0.16724556922912598
simu_naive_2snp_0_75_52genos.txt,0.16491446495056153
simu_naive_2snp_0_75_92genos.txt,0.1640649437904358
simu_naive_2snp_0_75_73genos.txt,0.16715612411499023
simu_naive_2snp_0_75_98genos.txt,0.16244837760925293
simu_naive_2snp_0_75_100genos.txt,0.16360995531082154
simu_naive_2snp_0_75_48genos.txt,0.16590242862701415
simu_naive_2snp_0_75_93genos.txt,0.17272124528884888
simu_naive_2snp_0_75_66genos.txt,0.1669183874130249
simu_naive_2snp_0_75_99genos.txt,0.16364217281341553
simu_naive_2snp_0_75_68genos.txt,0.16830894708633423
simu_naive_2snp_0_75_17genos.txt,0.16399152040481568
simu_naive_2snp_0_75_31genos.txt,0.16326901197433472
simu_naive_2snp_0_75_63genos.txt,0.1700085735321045
simu_naive_2snp_0_75_67genos.txt,0.16700814962387084
simu_naive_2snp_0_75_80genos.txt,0.1594281268119812
simu_naive_2snp_0_75_81genos.txt,0.1629832911491394
simu_naive_2snp_0_75_91genos.txt,0.16577544689178467
simu_naive_2snp_0_75_95genos.txt,0.18228356838226317
simu_naive_2snp_0_75_96genos.txt,0.17803702831268312
simu_naive_2snp_0_75_53genos.txt,0.16728947639465333
simu_naive_2snp_0_75_41genos.txt,0.16292056798934937
simu_naive_2snp_0_75_14genos.txt,0.16389760971069336
simu_naive_2snp_0_75_26genos.txt,0.16756998538970946
simu_naive_2snp_0_75_2genos.txt,0.16326815128326416
simu_naive_2snp_0_75_57genos.txt,0.17024680614471435
simu_naive_2snp_0_75_16genos.txt,0.16340563535690308
simu_naive_2snp_0_75_84genos.txt,0.1674637532234192
simu_naive_2snp_0_75_50genos.txt,0.16503554582595825
simu_naive_2snp_0_75_87genos.txt,0.17644899606704711
simu_naive_2snp_0_75_13genos.txt,0.16944626808166505
simu_naive_2snp_0_75_23genos.txt,0.16847690105438232
simu_naive_2snp_0_75_71genos.txt,0.16680846452713013
simu_naive_2snp_0_75_4genos.txt,0.16877137899398803
simu_naive_2snp_0_75_94genos.txt,0.16979633331298827
simu_naive_2snp_0_75_82genos.txt,0.16526503801345827
simu_naive_2snp_0_75_21genos.txt,0.16494078874588014
simu_naive_2snp_0_75_36genos.txt,0.1658550214767456
simu_naive_2snp_0_75_45genos.txt,0.16594267129898072
simu_naive_2snp_0_75_75genos.txt,0.1701897883415222
simu_naive_2snp_0_75_37genos.txt,0.1634077835083008
simu_naive_2snp_0_75_46genos.txt,0.16651506423950196
simu_naive_2snp_0_75_28genos.txt,0.16898345232009887
simu_naive_2snp_0_75_59genos.txt,0.1646631121635437
simu_naive_2snp_0_75_42genos.txt,0.16844501256942748
