Filename,power
Naif_46_Genotype.txt,0.98
Naif_13_Genotype.txt,0.96
Naif_15_Genotype.txt,0.98
Naif_90_Genotype.txt,0.97
Naif_17_Genotype.txt,0.98
Naif_72_Genotype.txt,0.98
Naif_76_Genotype.txt,0.97
Naif_39_Genotype.txt,0.98
Naif_91_Genotype.txt,0.98
Naif_9_Genotype.txt,0.98
Naif_44_Genotype.txt,0.97
Naif_63_Genotype.txt,0.99
Naif_100_Genotype.txt,0.97
Naif_81_Genotype.txt,0.96
Naif_56_Genotype.txt,0.96
Naif_50_Genotype.txt,0.99
Naif_62_Genotype.txt,0.98
Naif_30_Genotype.txt,0.98
Naif_66_Genotype.txt,0.99
Naif_93_Genotype.txt,0.99
Naif_24_Genotype.txt,0.97
Naif_37_Genotype.txt,0.98
Naif_92_Genotype.txt,0.97
Naif_82_Genotype.txt,0.94
Naif_75_Genotype.txt,0.98
Naif_96_Genotype.txt,0.97
Naif_77_Genotype.txt,0.98
Naif_32_Genotype.txt,0.98
Naif_94_Genotype.txt,0.95
Naif_51_Genotype.txt,0.96
Naif_97_Genotype.txt,0.99
Naif_23_Genotype.txt,0.98
Naif_54_Genotype.txt,0.96
Naif_65_Genotype.txt,0.97
Naif_67_Genotype.txt,0.98
Naif_87_Genotype.txt,0.97
Naif_12_Genotype.txt,0.98
Naif_49_Genotype.txt,0.99
Naif_25_Genotype.txt,0.96
Naif_89_Genotype.txt,0.99
Naif_2_Genotype.txt,0.98
Naif_11_Genotype.txt,0.96
Naif_55_Genotype.txt,0.99
Naif_53_Genotype.txt,0.98
Naif_3_Genotype.txt,0.97
Naif_95_Genotype.txt,0.98
Naif_85_Genotype.txt,0.98
Naif_6_Genotype.txt,0.98
Naif_21_Genotype.txt,0.97
Naif_70_Genotype.txt,0.99
Naif_80_Genotype.txt,0.98
Naif_34_Genotype.txt,0.99
Naif_58_Genotype.txt,0.97
Naif_47_Genotype.txt,0.96
Naif_18_Genotype.txt,0.95
Naif_45_Genotype.txt,0.97
Naif_7_Genotype.txt,0.98
Naif_5_Genotype.txt,0.96
Naif_57_Genotype.txt,0.97
Naif_35_Genotype.txt,0.99
Naif_41_Genotype.txt,0.98
Naif_1_Genotype.txt,0.97
Naif_60_Genotype.txt,0.96
Naif_10_Genotype.txt,0.98
Naif_64_Genotype.txt,0.96
Naif_8_Genotype.txt,0.95
Naif_59_Genotype.txt,0.97
Naif_36_Genotype.txt,0.99
Naif_27_Genotype.txt,0.97
Naif_52_Genotype.txt,0.98
Naif_31_Genotype.txt,0.97
Naif_84_Genotype.txt,0.98
Naif_40_Genotype.txt,0.97
Naif_79_Genotype.txt,0.98
Naif_48_Genotype.txt,0.97
Naif_19_Genotype.txt,0.99
Naif_74_Genotype.txt,0.98
Naif_20_Genotype.txt,0.98
Naif_98_Genotype.txt,0.96
Naif_28_Genotype.txt,0.98
Naif_69_Genotype.txt,0.98
Naif_42_Genotype.txt,0.97
Naif_29_Genotype.txt,0.99
Naif_26_Genotype.txt,0.97
Naif_78_Genotype.txt,0.97
Naif_99_Genotype.txt,0.99
Naif_71_Genotype.txt,0.98
Naif_43_Genotype.txt,0.98
Naif_16_Genotype.txt,0.99
Naif_83_Genotype.txt,0.97
Naif_86_Genotype.txt,0.97
Naif_33_Genotype.txt,0.96
Naif_61_Genotype.txt,0.95
Naif_68_Genotype.txt,0.98
Naif_14_Genotype.txt,0.99
Naif_88_Genotype.txt,0.97
Naif_22_Genotype.txt,0.98
Naif_4_Genotype.txt,0.99
Naif_73_Genotype.txt,0.99
Naif_38_Genotype.txt,0.96
