Filename,f_measure
genotype_model3_1_01p_002h_01m_091.csv,1.0
genotype_model3_1_01p_002h_01m_020.csv,1.0
genotype_model3_1_01p_002h_01m_096.csv,1.0
genotype_model3_1_01p_002h_01m_048.csv,1.0
genotype_model3_1_01p_002h_01m_056.csv,1.0
genotype_model3_1_01p_002h_01m_070.csv,1.0
genotype_model3_1_01p_002h_01m_077.csv,1.0
genotype_model3_1_01p_002h_01m_052.csv,1.0
genotype_model3_1_01p_002h_01m_085.csv,1.0
genotype_model3_1_01p_002h_01m_075.csv,1.0
genotype_model3_1_01p_002h_01m_084.csv,1.0
genotype_model3_1_01p_002h_01m_033.csv,1.0
genotype_model3_1_01p_002h_01m_010.csv,1.0
genotype_model3_1_01p_002h_01m_018.csv,1.0
genotype_model3_1_01p_002h_01m_089.csv,1.0
genotype_model3_1_01p_002h_01m_072.csv,1.0
genotype_model3_1_01p_002h_01m_087.csv,1.0
genotype_model3_1_01p_002h_01m_099.csv,1.0
genotype_model3_1_01p_002h_01m_009.csv,1.0
genotype_model3_1_01p_002h_01m_013.csv,1.0
genotype_model3_1_01p_002h_01m_049.csv,1.0
genotype_model3_1_01p_002h_01m_001.csv,1.0
genotype_model3_1_01p_002h_01m_071.csv,1.0
genotype_model3_1_01p_002h_01m_094.csv,1.0
genotype_model3_1_01p_002h_01m_024.csv,1.0
genotype_model3_1_01p_002h_01m_053.csv,1.0
genotype_model3_1_01p_002h_01m_042.csv,1.0
genotype_model3_1_01p_002h_01m_069.csv,1.0
genotype_model3_1_01p_002h_01m_028.csv,1.0
genotype_model3_1_01p_002h_01m_082.csv,1.0
genotype_model3_1_01p_002h_01m_095.csv,1.0
genotype_model3_1_01p_002h_01m_097.csv,1.0
genotype_model3_1_01p_002h_01m_051.csv,1.0
genotype_model3_1_01p_002h_01m_037.csv,1.0
genotype_model3_1_01p_002h_01m_041.csv,1.0
genotype_model3_1_01p_002h_01m_021.csv,1.0
genotype_model3_1_01p_002h_01m_027.csv,1.0
genotype_model3_1_01p_002h_01m_025.csv,1.0
genotype_model3_1_01p_002h_01m_054.csv,1.0
genotype_model3_1_01p_002h_01m_038.csv,1.0
genotype_model3_1_01p_002h_01m_050.csv,1.0
genotype_model3_1_01p_002h_01m_078.csv,1.0
genotype_model3_1_01p_002h_01m_017.csv,1.0
genotype_model3_1_01p_002h_01m_011.csv,1.0
genotype_model3_1_01p_002h_01m_003.csv,1.0
genotype_model3_1_01p_002h_01m_086.csv,1.0
genotype_model3_1_01p_002h_01m_045.csv,1.0
genotype_model3_1_01p_002h_01m_068.csv,1.0
genotype_model3_1_01p_002h_01m_023.csv,1.0
genotype_model3_1_01p_002h_01m_093.csv,1.0
genotype_model3_1_01p_002h_01m_040.csv,1.0
genotype_model3_1_01p_002h_01m_046.csv,1.0
genotype_model3_1_01p_002h_01m_061.csv,1.0
genotype_model3_1_01p_002h_01m_005.csv,1.0
genotype_model3_1_01p_002h_01m_100.csv,1.0
genotype_model3_1_01p_002h_01m_026.csv,1.0
genotype_model3_1_01p_002h_01m_031.csv,1.0
genotype_model3_1_01p_002h_01m_022.csv,1.0
genotype_model3_1_01p_002h_01m_044.csv,1.0
genotype_model3_1_01p_002h_01m_080.csv,1.0
genotype_model3_1_01p_002h_01m_029.csv,1.0
genotype_model3_1_01p_002h_01m_012.csv,1.0
genotype_model3_1_01p_002h_01m_065.csv,1.0
genotype_model3_1_01p_002h_01m_076.csv,1.0
genotype_model3_1_01p_002h_01m_032.csv,1.0
genotype_model3_1_01p_002h_01m_004.csv,1.0
genotype_model3_1_01p_002h_01m_019.csv,1.0
genotype_model3_1_01p_002h_01m_074.csv,1.0
genotype_model3_1_01p_002h_01m_030.csv,1.0
genotype_model3_1_01p_002h_01m_090.csv,1.0
genotype_model3_1_01p_002h_01m_043.csv,1.0
genotype_model3_1_01p_002h_01m_034.csv,1.0
genotype_model3_1_01p_002h_01m_073.csv,1.0
genotype_model3_1_01p_002h_01m_039.csv,1.0
genotype_model3_1_01p_002h_01m_036.csv,1.0
genotype_model3_1_01p_002h_01m_067.csv,1.0
genotype_model3_1_01p_002h_01m_060.csv,1.0
genotype_model3_1_01p_002h_01m_064.csv,1.0
genotype_model3_1_01p_002h_01m_047.csv,1.0
genotype_model3_1_01p_002h_01m_098.csv,1.0
genotype_model3_1_01p_002h_01m_055.csv,1.0
genotype_model3_1_01p_002h_01m_088.csv,1.0
genotype_model3_1_01p_002h_01m_066.csv,1.0
genotype_model3_1_01p_002h_01m_008.csv,1.0
genotype_model3_1_01p_002h_01m_015.csv,1.0
genotype_model3_1_01p_002h_01m_016.csv,1.0
genotype_model3_1_01p_002h_01m_081.csv,1.0
genotype_model3_1_01p_002h_01m_083.csv,1.0
genotype_model3_1_01p_002h_01m_059.csv,1.0
genotype_model3_1_01p_002h_01m_002.csv,1.0
genotype_model3_1_01p_002h_01m_035.csv,1.0
genotype_model3_1_01p_002h_01m_058.csv,1.0
genotype_model3_1_01p_002h_01m_062.csv,1.0
genotype_model3_1_01p_002h_01m_014.csv,1.0
genotype_model3_1_01p_002h_01m_079.csv,1.0
genotype_model3_1_01p_002h_01m_007.csv,1.0
genotype_model3_1_01p_002h_01m_057.csv,1.0
genotype_model3_1_01p_002h_01m_092.csv,1.0
genotype_model3_1_01p_002h_01m_063.csv,1.0
genotype_model3_1_01p_002h_01m_006.csv,1.0
