Filename,TP,FP,FN,recall,precision,f_measure,power,average_time_per_run
Naif_54_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.2905600762367249
Naif_8_Genotype.txt,98,1,0,1.0,0.98989898989899,0.5012658227848101,0.98,1.3040968585014343
Naif_85_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3761752367019653
Naif_2_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3618634223937989
Naif_3_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.2455507278442384
Naif_20_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.2840731096267701
Naif_75_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3774998116493224
Naif_29_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3747633647918702
Naif_52_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.2783368086814881
Naif_7_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.4525006246566772
Naif_70_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.402090814113617
Naif_57_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.473890950679779
Naif_95_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.5585867023468019
Naif_63_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3512706351280213
Naif_45_Genotype.txt,97,2,0,1.0,0.9797979797979798,0.5025380710659899,0.97,1.3778801989555358
Naif_73_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3421674799919128
Naif_39_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3832722187042237
Naif_44_Genotype.txt,98,1,0,1.0,0.98989898989899,0.5012658227848101,0.98,1.3566317796707152
Naif_61_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.3542703008651733
Naif_30_Genotype.txt,98,1,0,1.0,0.98989898989899,0.5012658227848101,0.98,1.4288464021682739
Naif_26_Genotype.txt,99,0,0,1.0,1.0,0.5,0.99,1.4004640674591065
Naif_34_Genotype.txt,98,1,0,1.0,0.98989898989899,0.5012658227848101,0.98,1.3965364861488343
